step,lr,total_its
416760,0.00012323,493.80
416770,0.00012321,506.64
416780,0.00012319,484.90
416790,0.00012316,494.42
416800,0.00012314,493.39
416810,0.00012312,497.24
416820,0.00012309,483.24
416830,0.00012307,496.03
416840,0.00012304,492.56
416850,0.00012302,503.54
416860,0.00012300,502.10
416870,0.00012297,499.38
416880,0.00012295,487.32
416890,0.00012293,492.92
416900,0.00012290,499.16
416910,0.00012288,487.15
416920,0.00012285,483.02
416930,0.00012283,501.51
416940,0.00012281,485.29
416950,0.00012278,488.81
416960,0.00012276,487.86
416970,0.00012274,489.08
416980,0.00012271,489.11
416990,0.00012269,512.66
417000,0.00012267,489.22
417010,0.00012264,492.37
417020,0.00012262,493.94
417030,0.00012259,496.21
417040,0.00012257,483.92
417050,0.00012255,491.63
417060,0.00012252,479.94
417070,0.00012250,495.31
417080,0.00012248,496.00
417090,0.00012245,498.55
417100,0.00012243,496.56
417110,0.00012240,489.30
417120,0.00012238,501.69
417130,0.00012236,489.66
417140,0.00012233,483.41
417150,0.00012231,497.36
417160,0.00012229,508.62
417170,0.00012226,496.45
417180,0.00012224,497.07
417190,0.00012221,490.75
417200,0.00012219,504.18
417210,0.00012217,506.36
417220,0.00012214,489.14
417230,0.00012212,492.57
417240,0.00012210,485.76
417250,0.00012207,491.55
417260,0.00012205,495.69
417270,0.00012203,491.88
417280,0.00012200,496.29
417290,0.00012198,491.29
417300,0.00012195,496.42
417310,0.00012193,508.92
417320,0.00012191,485.95
417330,0.00012188,505.27
417340,0.00012186,500.83
417350,0.00012184,492.79
417360,0.00012181,503.81
417370,0.00012179,487.80
417380,0.00012176,504.51
417390,0.00012174,494.52
417400,0.00012172,492.46
417410,0.00012169,494.25
417420,0.00012167,507.31
417430,0.00012165,477.84
417440,0.00012162,502.12
417450,0.00012160,510.06
417460,0.00012157,488.91
417470,0.00012155,499.84
417480,0.00012153,486.35
417490,0.00012150,486.88
417500,0.00012148,483.71
417510,0.00012146,507.73
417520,0.00012143,496.01
417530,0.00012141,502.97
417540,0.00012139,493.45
417550,0.00012136,466.59
417560,0.00012134,507.23
417570,0.00012131,490.18
417580,0.00012129,489.03
417590,0.00012127,501.68
417600,0.00012124,503.93
417610,0.00012122,508.40
417620,0.00012120,501.49
417630,0.00012117,502.72
417640,0.00012115,498.25
417650,0.00012112,485.73
417660,0.00012110,484.22
417670,0.00012108,496.50
417680,0.00012105,506.78
417690,0.00012103,494.86
417700,0.00012101,491.29
417710,0.00012098,488.00
417720,0.00012096,498.01
417730,0.00012093,503.93
417740,0.00012091,501.44
417750,0.00012089,499.97
417760,0.00012086,499.58
417770,0.00012084,501.97
417780,0.00012082,503.10
417790,0.00012079,485.92
417800,0.00012077,495.64
417810,0.00012075,488.06
417820,0.00012072,500.76
417830,0.00012070,500.64
417840,0.00012067,489.55
417850,0.00012065,500.19
417860,0.00012063,492.94
417870,0.00012060,513.15
417880,0.00012058,500.91
417890,0.00012056,482.77
417900,0.00012053,492.54
417910,0.00012051,501.28
417920,0.00012048,486.15
417930,0.00012046,491.47
417940,0.00012044,482.02
417950,0.00012041,495.97
417960,0.00012039,494.23
417970,0.00012037,497.03
417980,0.00012034,511.11
417990,0.00012032,505.35
418000,0.00012029,406.65
418010,0.00012027,514.60
418020,0.00012025,490.31
418030,0.00012022,483.57
418040,0.00012020,502.85
418050,0.00012018,498.43
418060,0.00012015,484.97
418070,0.00012013,500.86
418080,0.00012011,497.49
418090,0.00012008,506.90
418100,0.00012006,484.42
418110,0.00012003,497.79
418120,0.00012001,495.66
418130,0.00011999,480.54
418140,0.00011996,514.78
418150,0.00011994,483.06
418160,0.00011992,510.04
418170,0.00011989,493.99
418180,0.00011987,487.63
418190,0.00011984,499.20
418200,0.00011982,489.80
418210,0.00011980,490.77
418220,0.00011977,474.96
418230,0.00011975,491.94
418240,0.00011973,504.19
418250,0.00011970,487.04
418260,0.00011968,493.15
418270,0.00011965,495.74
418280,0.00011963,489.23
418290,0.00011961,506.28
418300,0.00011958,513.65
418310,0.00011956,513.11
418320,0.00011954,480.86
418330,0.00011951,488.82
418340,0.00011949,500.91
418350,0.00011947,494.88
418360,0.00011944,503.95
418370,0.00011942,489.04
418380,0.00011939,480.14
418390,0.00011937,494.41
418400,0.00011935,512.57
418410,0.00011932,485.77
418420,0.00011930,511.52
418430,0.00011928,499.44
418440,0.00011925,496.46
418450,0.00011923,484.49
418460,0.00011920,489.42
418470,0.00011918,484.15
418480,0.00011916,503.75
418490,0.00011913,493.28
418500,0.00011911,496.16
418510,0.00011909,495.13
418520,0.00011906,502.62
418530,0.00011904,490.79
418540,0.00011901,484.73
418550,0.00011899,495.66
418560,0.00011897,496.29
418570,0.00011894,504.86
418580,0.00011892,499.88
418590,0.00011890,499.77
418600,0.00011887,487.65
418610,0.00011885,507.31
418620,0.00011883,496.99
418630,0.00011880,495.18
418640,0.00011878,493.65
418650,0.00011875,395.45
418660,0.00011873,492.03
418670,0.00011871,496.68
418680,0.00011868,494.37
418690,0.00011866,488.69
418700,0.00011864,496.91
418710,0.00011861,496.58
418720,0.00011859,512.79
418730,0.00011856,493.45
418740,0.00011854,477.88
418750,0.00011852,490.99
418760,0.00011849,499.87
418770,0.00011847,501.03
418780,0.00011845,485.30
418790,0.00011842,504.28
418800,0.00011840,516.92
418810,0.00011837,510.31
418820,0.00011835,510.15
418830,0.00011833,482.75
418840,0.00011830,492.14
418850,0.00011828,494.43
418860,0.00011826,510.32
418870,0.00011823,488.03
418880,0.00011821,496.13
418890,0.00011819,502.79
418900,0.00011816,499.53
418910,0.00011814,504.23
418920,0.00011811,502.24
418930,0.00011809,489.35
418940,0.00011807,479.60
418950,0.00011804,501.97
418960,0.00011802,487.05
418970,0.00011800,498.81
418980,0.00011797,499.93
418990,0.00011795,499.85
419000,0.00011792,499.15
419010,0.00011790,493.57
419020,0.00011788,489.78
419030,0.00011785,486.50
419040,0.00011783,496.25
419050,0.00011781,493.47
419060,0.00011778,496.71
419070,0.00011776,490.55
419080,0.00011773,498.31
419090,0.00011771,493.75
419100,0.00011769,485.59
419110,0.00011766,506.50
419120,0.00011764,478.49
419130,0.00011762,492.39
419140,0.00011759,489.74
419150,0.00011757,480.39
419160,0.00011755,497.99
419170,0.00011752,484.29
419180,0.00011750,515.93
419190,0.00011747,500.27
419200,0.00011745,497.94
419210,0.00011743,502.96
419220,0.00011740,498.96
419230,0.00011738,509.78
419240,0.00011736,495.21
419250,0.00011733,487.89
419260,0.00011731,512.88
419270,0.00011728,474.97
419280,0.00011726,487.76
419290,0.00011724,492.92
419300,0.00011721,492.39
419310,0.00011719,484.36
419320,0.00011717,485.40
419330,0.00011714,498.50
419340,0.00011712,497.68
419350,0.00011709,493.00
419360,0.00011707,473.05
419370,0.00011705,501.12
419380,0.00011702,485.49
419390,0.00011700,491.80
419400,0.00011698,492.53
419410,0.00011695,494.14
419420,0.00011693,502.46
419430,0.00011691,483.64
419440,0.00011688,495.47
419450,0.00011686,498.18
419460,0.00011683,493.64
419470,0.00011681,484.86
419480,0.00011679,500.70
419490,0.00011676,499.38
419500,0.00011674,482.55
419510,0.00011672,492.94
419520,0.00011669,498.63
419530,0.00011667,490.00
419540,0.00011664,487.59
419550,0.00011662,498.45
419560,0.00011660,492.08
419570,0.00011657,504.54
419580,0.00011655,496.34
419590,0.00011653,491.73
419600,0.00011650,490.38
419610,0.00011648,501.35
419620,0.00011645,481.68
419630,0.00011643,503.12
419640,0.00011641,507.97
419650,0.00011638,494.73
419660,0.00011636,508.30
419670,0.00011634,481.18
419680,0.00011631,490.27
419690,0.00011629,504.73
419700,0.00011627,492.10
419710,0.00011624,494.73
419720,0.00011622,491.36
419730,0.00011619,481.75
419740,0.00011617,506.68
419750,0.00011615,496.21
419760,0.00011612,490.06
419770,0.00011610,515.71
419780,0.00011608,510.09
419790,0.00011605,493.27
419800,0.00011603,483.79
419810,0.00011600,507.20
419820,0.00011598,493.59
419830,0.00011596,504.41
419840,0.00011593,476.89
419850,0.00011591,492.30
419860,0.00011589,506.40
419870,0.00011586,503.00
419880,0.00011584,496.40
419890,0.00011581,489.59
419900,0.00011579,492.10
419910,0.00011577,490.70
419920,0.00011574,495.17
419930,0.00011572,501.39
419940,0.00011570,512.19
419950,0.00011567,500.60
419960,0.00011565,497.18
419970,0.00011563,493.18
419980,0.00011560,516.06
419990,0.00011558,506.52
420000,0.00011555,410.15
420010,0.00011553,503.60
420020,0.00011551,496.41
420030,0.00011548,504.48
420040,0.00011546,487.39
420050,0.00011544,497.31
420060,0.00011541,491.17
420070,0.00011539,492.67
420080,0.00011536,486.79
420090,0.00011534,495.06
420100,0.00011532,499.23
420110,0.00011529,484.53
420120,0.00011527,480.66
420130,0.00011525,501.54
420140,0.00011522,503.81
420150,0.00011520,504.55
420160,0.00011517,493.74
420170,0.00011515,502.17
420180,0.00011513,493.05
420190,0.00011510,503.61
420200,0.00011508,484.61
420210,0.00011506,503.90
420220,0.00011503,503.52
420230,0.00011501,493.89
420240,0.00011499,495.68
420250,0.00011496,480.06
420260,0.00011494,493.51
420270,0.00011491,477.39
420280,0.00011489,492.58
420290,0.00011487,482.74
420300,0.00011484,481.77
420310,0.00011482,505.54
420320,0.00011480,497.29
420330,0.00011477,489.27
420340,0.00011475,483.56
420350,0.00011472,498.42
420360,0.00011470,493.52
420370,0.00011468,485.82
420380,0.00011465,509.20
420390,0.00011463,496.98
420400,0.00011461,481.40
420410,0.00011458,493.19
420420,0.00011456,492.02
420430,0.00011453,505.29
420440,0.00011451,390.84
420450,0.00011449,504.60
420460,0.00011446,477.88
420470,0.00011444,497.14
420480,0.00011442,496.82
420490,0.00011439,505.44
420500,0.00011437,484.09
420510,0.00011435,496.21
420520,0.00011432,507.68
420530,0.00011430,496.71
420540,0.00011427,489.41
420550,0.00011425,501.04
420560,0.00011423,497.43
420570,0.00011420,488.32
420580,0.00011418,474.60
420590,0.00011416,503.05
420600,0.00011413,494.78
420610,0.00011411,498.85
420620,0.00011408,495.50
420630,0.00011406,502.75
420640,0.00011404,478.81
420650,0.00011401,515.53
420660,0.00011399,464.00
420670,0.00011397,514.28
420680,0.00011394,476.83
420690,0.00011392,499.27
420700,0.00011389,499.36
420710,0.00011387,498.29
420720,0.00011385,498.29
420730,0.00011382,486.25
420740,0.00011380,498.57
420750,0.00011378,500.62
420760,0.00011375,501.50
420770,0.00011373,500.58
420780,0.00011371,497.96
420790,0.00011368,482.72
420800,0.00011366,499.36
420810,0.00011363,496.05
420820,0.00011361,496.36
420830,0.00011359,489.74
420840,0.00011356,504.00
420850,0.00011354,510.19
420860,0.00011352,495.58
420870,0.00011349,494.02
420880,0.00011347,490.93
420890,0.00011344,483.53
420900,0.00011342,502.65
420910,0.00011340,505.84
420920,0.00011337,508.16
420930,0.00011335,495.71
420940,0.00011333,487.34
420950,0.00011330,486.52
420960,0.00011328,487.22
420970,0.00011325,490.78
420980,0.00011323,491.96
420990,0.00011321,491.61
421000,0.00011318,489.32
421010,0.00011316,481.29
421020,0.00011314,512.59
421030,0.00011311,481.98
421040,0.00011309,496.76
421050,0.00011307,493.61
421060,0.00011304,492.85
421070,0.00011302,394.60
421080,0.00011299,508.17
421090,0.00011297,499.44
421100,0.00011295,505.00
421110,0.00011292,504.30
421120,0.00011290,490.54
421130,0.00011288,490.84
421140,0.00011285,492.75
421150,0.00011283,494.24
421160,0.00011280,500.14
421170,0.00011278,494.53
421180,0.00011276,481.44
421190,0.00011273,407.03
421200,0.00011271,491.70
421210,0.00011269,500.70
421220,0.00011266,487.95
421230,0.00011264,501.51
421240,0.00011261,492.21
421250,0.00011259,510.62
421260,0.00011257,482.74
421270,0.00011254,493.94
421280,0.00011252,500.51
421290,0.00011250,499.59
421300,0.00011247,503.42
421310,0.00011245,495.16
421320,0.00011243,484.85
421330,0.00011240,501.64
421340,0.00011238,486.62
421350,0.00011235,504.86
421360,0.00011233,502.31
421370,0.00011231,488.53
421380,0.00011228,492.66
421390,0.00011226,473.62
421400,0.00011224,476.45
421410,0.00011221,483.27
421420,0.00011219,496.68
421430,0.00011216,499.10
421440,0.00011214,495.10
421450,0.00011212,494.95
421460,0.00011209,485.39
421470,0.00011207,495.59
421480,0.00011205,488.38
421490,0.00011202,488.84
421500,0.00011200,487.34
421510,0.00011197,497.09
421520,0.00011195,486.14
421530,0.00011193,504.35
421540,0.00011190,482.38
421550,0.00011188,489.86
421560,0.00011186,484.03
421570,0.00011183,495.88
421580,0.00011181,485.77
421590,0.00011179,492.65
421600,0.00011176,488.55
421610,0.00011174,499.07
421620,0.00011171,486.80
421630,0.00011169,489.77
421640,0.00011167,489.44
421650,0.00011164,483.09
421660,0.00011162,510.00
421670,0.00011160,501.49
421680,0.00011157,492.80
421690,0.00011155,497.70
421700,0.00011152,488.09
421710,0.00011150,482.64
421720,0.00011148,499.69
421730,0.00011145,502.17
421740,0.00011143,485.55
421750,0.00011141,488.73
421760,0.00011138,491.92
421770,0.00011136,511.99
421780,0.00011133,495.78
421790,0.00011131,493.36
421800,0.00011129,489.89
421810,0.00011126,491.53
421820,0.00011124,489.65
421830,0.00011122,502.71
421840,0.00011119,482.56
421850,0.00011117,504.23
421860,0.00011115,497.57
421870,0.00011112,488.64
421880,0.00011110,507.30
421890,0.00011107,485.49
421900,0.00011105,496.05
421910,0.00011103,498.05
421920,0.00011100,484.94
421930,0.00011098,492.26
421940,0.00011096,492.18
421950,0.00011093,480.24
421960,0.00011091,513.40
421970,0.00011088,502.19
421980,0.00011086,500.38
421990,0.00011084,493.34
422000,0.00011081,403.82
422010,0.00011079,500.46
422020,0.00011077,497.85
422030,0.00011074,503.01
422040,0.00011072,486.80
422050,0.00011069,505.83
422060,0.00011067,483.62
422070,0.00011065,497.61
422080,0.00011062,487.90
422090,0.00011060,482.71
422100,0.00011058,504.73
422110,0.00011055,475.21
422120,0.00011053,490.95
422130,0.00011051,499.81
422140,0.00011048,476.72
422150,0.00011046,482.85
422160,0.00011043,485.46
422170,0.00011041,463.62
422180,0.00011039,499.66
422190,0.00011036,505.89
422200,0.00011034,489.20
422210,0.00011032,487.84
422220,0.00011029,498.49
422230,0.00011027,493.69
422240,0.00011024,507.58
422250,0.00011022,489.35
422260,0.00011020,477.51
422270,0.00011017,514.99
422280,0.00011015,492.43
422290,0.00011013,493.87
422300,0.00011010,495.93
422310,0.00011008,489.62
422320,0.00011005,507.20
422330,0.00011003,502.55
422340,0.00011001,500.80
422350,0.00010998,495.84
422360,0.00010996,496.63
422370,0.00010994,486.49
422380,0.00010991,504.76
422390,0.00010989,489.47
422400,0.00010987,503.86
422410,0.00010984,503.40
422420,0.00010982,506.70
422430,0.00010979,494.45
422440,0.00010977,494.32
422450,0.00010975,409.54
422460,0.00010972,492.60
422470,0.00010970,502.12
422480,0.00010968,485.00
422490,0.00010965,491.58
422500,0.00010963,491.71
422510,0.00010960,502.47
422520,0.00010958,504.74
422530,0.00010956,500.69
422540,0.00010953,502.23
422550,0.00010951,498.27
422560,0.00010949,485.10
422570,0.00010946,487.51
422580,0.00010944,496.89
422590,0.00010941,500.79
422600,0.00010939,490.35
422610,0.00010937,498.86
422620,0.00010934,491.12
422630,0.00010932,495.67
422640,0.00010930,499.56
422650,0.00010927,484.84
422660,0.00010925,501.27
422670,0.00010923,492.63
422680,0.00010920,493.62
422690,0.00010918,501.18
422700,0.00010915,495.80
422710,0.00010913,490.05
422720,0.00010911,496.19
422730,0.00010908,476.24
422740,0.00010906,513.43
422750,0.00010904,485.68
422760,0.00010901,496.92
422770,0.00010899,506.57
422780,0.00010896,500.28
422790,0.00010894,485.54
422800,0.00010892,498.61
422810,0.00010889,496.83
422820,0.00010887,496.80
422830,0.00010885,476.31
422840,0.00010882,495.33
422850,0.00010880,500.48
422860,0.00010877,478.49
422870,0.00010875,495.76
422880,0.00010873,502.72
422890,0.00010870,488.98
422900,0.00010868,506.74
422910,0.00010866,487.85
422920,0.00010863,503.98
422930,0.00010861,498.55
422940,0.00010859,504.46
422950,0.00010856,495.47
422960,0.00010854,495.07
422970,0.00010851,495.45
422980,0.00010849,504.89
422990,0.00010847,470.34
423000,0.00010844,486.72
423010,0.00010842,501.08
423020,0.00010840,502.74
423030,0.00010837,506.99
423040,0.00010835,486.02
423050,0.00010832,496.55
423060,0.00010830,510.44
423070,0.00010828,480.90
423080,0.00010825,495.15
423090,0.00010823,501.91
423100,0.00010821,497.03
423110,0.00010818,480.73
423120,0.00010816,489.78
423130,0.00010813,485.05
423140,0.00010811,505.07
423150,0.00010809,502.89
423160,0.00010806,495.56
423170,0.00010804,505.91
423180,0.00010802,485.04
423190,0.00010799,478.75
423200,0.00010797,484.10
423210,0.00010795,500.47
423220,0.00010792,481.17
423230,0.00010790,489.99
423240,0.00010787,481.05
423250,0.00010785,488.90
423260,0.00010783,504.44
423270,0.00010780,488.85
423280,0.00010778,486.60
423290,0.00010776,476.79
423300,0.00010773,495.13
423310,0.00010771,475.51
423320,0.00010768,496.59
423330,0.00010766,490.79
423340,0.00010764,491.37
423350,0.00010761,480.37
423360,0.00010759,488.74
423370,0.00010757,486.82
423380,0.00010754,490.99
423390,0.00010752,488.57
423400,0.00010749,508.90
423410,0.00010747,481.08
423420,0.00010745,486.19
423430,0.00010742,506.96
423440,0.00010740,494.27
423450,0.00010738,491.23
423460,0.00010735,497.94
423470,0.00010733,499.09
423480,0.00010731,494.97
423490,0.00010728,492.75
423500,0.00010726,507.21
423510,0.00010723,496.16
423520,0.00010721,497.32
423530,0.00010719,480.21
423540,0.00010716,460.01
423550,0.00010714,480.46
423560,0.00010712,493.14
423570,0.00010709,483.33
423580,0.00010707,494.12
423590,0.00010704,491.19
423600,0.00010702,491.02
423610,0.00010700,496.61
423620,0.00010697,498.38
423630,0.00010695,480.53
423640,0.00010693,503.61
423650,0.00010690,476.52
423660,0.00010688,487.69
423670,0.00010685,393.56
423680,0.00010683,504.41
423690,0.00010681,488.03
423700,0.00010678,485.43
423710,0.00010676,485.16
423720,0.00010674,498.50
423730,0.00010671,475.68
423740,0.00010669,486.28
423750,0.00010667,492.92
423760,0.00010664,475.94
423770,0.00010662,505.86
423780,0.00010659,464.18
423790,0.00010657,487.55
423800,0.00010655,502.82
423810,0.00010652,489.76
423820,0.00010650,488.73
423830,0.00010648,497.04
423840,0.00010645,492.56
423850,0.00010643,497.92
423860,0.00010640,481.96
423870,0.00010638,518.34
423880,0.00010636,483.22
423890,0.00010633,503.39
423900,0.00010631,481.35
423910,0.00010629,494.73
423920,0.00010626,504.06
423930,0.00010624,496.11
423940,0.00010621,487.64
423950,0.00010619,484.22
423960,0.00010617,486.85
423970,0.00010614,497.62
423980,0.00010612,486.01
423990,0.00010610,487.88
424000,0.00010607,401.98
424010,0.00010605,515.04
424020,0.00010603,481.39
424030,0.00010600,482.80
424040,0.00010598,485.50
424050,0.00010595,501.01
424060,0.00010593,506.02
424070,0.00010591,483.83
424080,0.00010588,497.19
424090,0.00010586,512.34
424100,0.00010584,477.21
424110,0.00010581,480.83
424120,0.00010579,495.03
424130,0.00010576,492.55
424140,0.00010574,495.84
424150,0.00010572,494.05
424160,0.00010569,495.66
424170,0.00010567,500.84
424180,0.00010565,494.92
424190,0.00010562,489.45
424200,0.00010560,500.48
424210,0.00010557,492.80
424220,0.00010555,496.97
424230,0.00010553,494.48
424240,0.00010550,491.40
424250,0.00010548,499.26
424260,0.00010546,510.41
424270,0.00010543,498.44
424280,0.00010541,498.15
424290,0.00010539,505.37
424300,0.00010536,499.74
424310,0.00010534,511.11
424320,0.00010531,483.32
424330,0.00010529,492.12
424340,0.00010527,490.13
424350,0.00010524,484.42
424360,0.00010522,492.01
424370,0.00010520,495.43
424380,0.00010517,484.59
424390,0.00010515,500.27
424400,0.00010512,487.82
424410,0.00010510,502.48
424420,0.00010508,488.33
424430,0.00010505,487.85
424440,0.00010503,492.28
424450,0.00010501,493.83
424460,0.00010498,489.82
424470,0.00010496,512.19
424480,0.00010493,492.79
424490,0.00010491,477.51
424500,0.00010489,485.97
424510,0.00010486,483.32
424520,0.00010484,470.63
424530,0.00010482,516.22
424540,0.00010479,494.44
424550,0.00010477,493.74
424560,0.00010475,493.77
424570,0.00010472,491.53
424580,0.00010470,506.29
424590,0.00010467,488.12
424600,0.00010465,487.21
424610,0.00010463,494.25
424620,0.00010460,518.03
424630,0.00010458,491.94
424640,0.00010456,500.30
424650,0.00010453,487.57
424660,0.00010451,488.03
424670,0.00010448,492.75
424680,0.00010446,479.38
424690,0.00010444,500.06
424700,0.00010441,500.12
424710,0.00010439,485.82
424720,0.00010437,498.99
424730,0.00010434,463.54
424740,0.00010432,480.56
424750,0.00010429,507.62
424760,0.00010427,484.43
424770,0.00010425,495.79
424780,0.00010422,479.93
424790,0.00010420,495.86
424800,0.00010418,481.63
424810,0.00010415,513.71
424820,0.00010413,493.61
424830,0.00010411,492.45
424840,0.00010408,498.06
424850,0.00010406,477.94
424860,0.00010403,486.66
424870,0.00010401,464.91
424880,0.00010399,498.45
424890,0.00010396,493.60
424900,0.00010394,486.30
424910,0.00010392,499.97
424920,0.00010389,480.10
424930,0.00010387,488.45
424940,0.00010384,504.26
424950,0.00010382,492.97
424960,0.00010380,492.49
424970,0.00010377,493.91
424980,0.00010375,488.32
424990,0.00010373,492.39
425000,0.00010370,490.63
425010,0.00010368,493.63
425020,0.00010365,488.82
425030,0.00010363,490.47
425040,0.00010361,486.62
425050,0.00010358,493.29
425060,0.00010356,488.89
425070,0.00010354,490.97
425080,0.00010351,507.56
425090,0.00010349,476.66
425100,0.00010347,508.26
425110,0.00010344,508.72
425120,0.00010342,499.10
425130,0.00010339,486.23
425140,0.00010337,487.68
425150,0.00010335,491.87
425160,0.00010332,469.73
425170,0.00010330,499.68
425180,0.00010328,485.78
425190,0.00010325,484.26
425200,0.00010323,514.88
425210,0.00010320,485.91
425220,0.00010318,505.60
425230,0.00010316,477.94
425240,0.00010313,499.53
425250,0.00010311,507.50
425260,0.00010309,491.23
425270,0.00010306,488.27
425280,0.00010304,502.90
425290,0.00010301,489.60
425300,0.00010299,491.82
425310,0.00010297,495.45
425320,0.00010294,487.22
425330,0.00010292,484.83
425340,0.00010290,502.37
425350,0.00010287,485.82
425360,0.00010285,408.99
425370,0.00010283,489.26
425380,0.00010280,490.98
425390,0.00010278,493.73
425400,0.00010275,500.87
425410,0.00010273,500.95
425420,0.00010271,489.77
425430,0.00010268,495.80
425440,0.00010266,492.20
425450,0.00010264,495.28
425460,0.00010261,501.58
425470,0.00010259,491.44
425480,0.00010256,495.90
425490,0.00010254,494.72
425500,0.00010252,492.01
425510,0.00010249,506.68
425520,0.00010247,494.93
425530,0.00010245,512.92
425540,0.00010242,498.74
425550,0.00010240,492.84
425560,0.00010237,500.57
425570,0.00010235,484.87
425580,0.00010233,500.35
425590,0.00010230,499.26
425600,0.00010228,499.27
425610,0.00010226,495.61
425620,0.00010223,488.62
425630,0.00010221,499.93
425640,0.00010219,505.39
425650,0.00010216,500.87
425660,0.00010214,482.10
425670,0.00010211,493.91
425680,0.00010209,504.59
425690,0.00010207,481.54
425700,0.00010204,501.51
425710,0.00010202,508.68
425720,0.00010200,479.37
425730,0.00010197,483.11
425740,0.00010195,496.28
425750,0.00010192,509.23
425760,0.00010190,488.04
425770,0.00010188,497.62
425780,0.00010185,497.13
425790,0.00010183,504.54
425800,0.00010181,498.41
425810,0.00010178,495.66
425820,0.00010176,498.35
425830,0.00010173,502.35
425840,0.00010171,494.18
425850,0.00010169,509.65
425860,0.00010166,476.40
425870,0.00010164,497.73
425880,0.00010162,489.55
425890,0.00010159,499.47
425900,0.00010157,497.40
425910,0.00010155,488.66
425920,0.00010152,497.18
425930,0.00010150,489.28
425940,0.00010147,503.98
425950,0.00010145,487.26
425960,0.00010143,485.14
425970,0.00010140,481.93
425980,0.00010138,492.03
425990,0.00010136,402.17
426000,0.00010133,406.28
426010,0.00010131,516.12
426020,0.00010128,493.12
426030,0.00010126,492.65
426040,0.00010124,498.98
426050,0.00010121,494.45
426060,0.00010119,498.85
426070,0.00010117,485.90
426080,0.00010114,489.32
426090,0.00010112,489.98
426100,0.00010109,509.66
426110,0.00010107,380.44
426120,0.00010105,488.73
426130,0.00010102,516.58
426140,0.00010100,509.47
426150,0.00010098,487.68
426160,0.00010095,508.05
426170,0.00010093,483.55
426180,0.00010091,497.56
426190,0.00010088,496.25
426200,0.00010086,499.72
426210,0.00010083,487.10
426220,0.00010081,506.14
426230,0.00010079,507.67
426240,0.00010076,497.52
426250,0.00010074,475.47
426260,0.00010072,479.33
426270,0.00010069,503.59
426280,0.00010067,483.23
426290,0.00010064,498.07
426300,0.00010062,494.19
426310,0.00010060,485.80
426320,0.00010057,485.44
426330,0.00010055,508.99
426340,0.00010053,507.64
426350,0.00010050,504.34
426360,0.00010048,506.87
426370,0.00010045,495.21
426380,0.00010043,483.62
426390,0.00010041,503.26
426400,0.00010038,496.00
426410,0.00010036,501.87
426420,0.00010034,488.22
426430,0.00010031,503.87
426440,0.00010029,490.60
426450,0.00010027,496.42
426460,0.00010024,508.70
426470,0.00010022,494.93
426480,0.00010019,504.44
426490,0.00010017,494.84
426500,0.00010015,509.78
426510,0.00010012,497.02
426520,0.00010010,499.58
426530,0.00010008,500.09
426540,0.00010005,487.47
426550,0.00010003,487.09
426560,0.00010000,483.04
426570,0.00009998,506.03
426580,0.00009996,498.04
426590,0.00009993,491.28
426600,0.00009991,489.30
426610,0.00009989,504.15
426620,0.00009986,497.12
426630,0.00009984,479.49
426640,0.00009981,473.97
426650,0.00009979,487.03
426660,0.00009977,493.87
426670,0.00009974,499.91
426680,0.00009972,511.37
426690,0.00009970,492.96
426700,0.00009967,501.56
426710,0.00009965,492.96
426720,0.00009963,485.93
426730,0.00009960,487.74
426740,0.00009958,478.58
426750,0.00009955,493.31
426760,0.00009953,496.20
426770,0.00009951,499.18
426780,0.00009948,505.64
426790,0.00009946,485.72
426800,0.00009944,495.42
426810,0.00009941,481.17
426820,0.00009939,504.93
426830,0.00009936,488.00
426840,0.00009934,506.50
426850,0.00009932,496.94
426860,0.00009929,493.78
426870,0.00009927,501.36
426880,0.00009925,476.06
426890,0.00009922,485.80
426900,0.00009920,491.52
426910,0.00009917,511.67
426920,0.00009915,495.47
426930,0.00009913,479.67
426940,0.00009910,495.42
426950,0.00009908,499.86
426960,0.00009906,504.07
426970,0.00009903,501.46
426980,0.00009901,503.79
426990,0.00009899,496.12
427000,0.00009896,492.50
427010,0.00009894,502.24
427020,0.00009891,492.40
427030,0.00009889,481.25
427040,0.00009887,499.88
427050,0.00009884,496.81
427060,0.00009882,503.60
427070,0.00009880,498.54
427080,0.00009877,485.09
427090,0.00009875,513.88
427100,0.00009872,495.07
427110,0.00009870,477.32
427120,0.00009868,489.70
427130,0.00009865,499.80
427140,0.00009863,486.24
427150,0.00009861,493.55
427160,0.00009858,496.75
427170,0.00009856,490.50
427180,0.00009853,492.88
427190,0.00009851,494.90
427200,0.00009849,487.65
427210,0.00009846,486.84
427220,0.00009844,509.33
427230,0.00009842,502.50
427240,0.00009839,510.13
427250,0.00009837,489.59
427260,0.00009835,505.01
427270,0.00009832,494.48
427280,0.00009830,507.96
427290,0.00009827,486.22
427300,0.00009825,494.24
427310,0.00009823,499.85
427320,0.00009820,482.28
427330,0.00009818,506.00
427340,0.00009816,493.27
427350,0.00009813,490.16
427360,0.00009811,487.31
427370,0.00009808,491.68
427380,0.00009806,500.62
427390,0.00009804,494.36
427400,0.00009801,487.55
427410,0.00009799,507.89
427420,0.00009797,489.32
427430,0.00009794,494.49
427440,0.00009792,502.11
427450,0.00009789,492.35
427460,0.00009787,500.79
427470,0.00009785,491.38
427480,0.00009782,488.86
427490,0.00009780,494.31
427500,0.00009778,478.62
427510,0.00009775,496.41
